veincle length,veincle weight,axles number,DrivingStyle,perceding veincle time-gap,Lane of the road,veincle speed,perceding veincle speed,perceding veincle weight,perceding veincle length,road condition,Air temprture,perciption type,perciption intensity,relatve humadity,wind direction,wind speed,Lighting condition
751,3365,2,1,52.56,1,85.08,84.92,7313.76,867.92,1.0,1.0,0.0,-1.0,79.0,326.0,4.0,2.0
568,2493,2,3,41.964285714285715,1,83.82142857142857,83.64285714285714,3157.964285714286,606.7857142857143,1.0,7.892857142857143,1.0,0.0,81.10714285714286,42.357142857142854,6.107142857142857,2.0
485,1183,2,3,69.45454545454545,1,83.4090909090909,83.0,3968.090909090909,658.6818181818181,1.0,6.0,0.0,-1.0,82.0,73.0,4.0,2.0
615,2353,2,3,72.57142857142857,1,83.38095238095238,84.04761904761905,5838.952380952381,744.1428571428571,1.0,5.904761904761905,0.0,-1.0,80.85714285714286,73.0952380952381,1.8095238095238095,2.0
558,1980,2,2,58.76,1,77.28,76.48,4831.96,693.72,1.0,4.68,0.0,-1.0,81.0,244.12,2.32,2.0
1104,4009,4,3,62.31578947368421,1,82.3157894736842,85.42105263157895,5287.736842105263,900.1578947368421,1.0,5.0,0.0,-1.0,80.0,28.0,4.0,2.0
629,3285,2,1,110.36363636363636,1,83.27272727272727,83.81818181818181,3369.0,657.2727272727273,1.0,2.4545454545454546,0.0,-1.0,80.45454545454545,354.0,3.272727272727273,2.0
580,2174,2,2,69.85714285714286,1,80.07142857142857,79.57142857142857,1975.5714285714287,548.8571428571429,1.0,2.142857142857143,0.0,-1.0,79.14285714285714,41.0,1.2857142857142858,2.0
627,2687,2,2,86.85714285714286,1,78.07142857142857,79.07142857142857,2205.4285714285716,582.0714285714286,1.0,5.285714285714286,0.0,-1.0,79.07142857142857,11.428571428571429,3.9285714285714284,2.0
578,2411,2,2,122.76923076923077,1,75.46153846153847,75.6923076923077,3349.230769230769,651.5384615384615,1.0,6.384615384615385,1.0,0.0,79.46153846153847,41.0,4.538461538461538,2.0
932,3764,4,1,123.0,1,77.5,77.75,11904.583333333334,1056.5,1.0,7.0,1.0,0.0,80.0,28.0,5.0,2.0
509,1027,2,1,239.0,1,72.66666666666667,77.66666666666667,1653.6666666666667,510.6666666666667,1.0,5.333333333333333,0.0,-1.0,81.66666666666667,62.0,6.0,2.0
2012,22897,5,1,518.3333333333334,1,79.66666666666667,82.33333333333333,1432.3333333333333,483.3333333333333,1.0,7.666666666666667,0.0,-1.0,77.33333333333333,243.66666666666666,3.0,2.0
957,10176,2,1,161.5,1,72.7,70.9,5440.8,730.3,1.0,7.0,0.0,-1.0,74.0,332.0,1.0,2.0
1835,31707,6,1,237.14285714285714,1,72.0,70.28571428571429,11400.714285714286,1099.142857142857,1.0,7.428571428571429,0.0,-1.0,72.71428571428571,341.7142857142857,5.571428571428571,2.0
1675,26696,6,3,152.57142857142858,1,85.0,82.85714285714286,9576.857142857143,929.8571428571429,1.0,7.142857142857143,0.0,-1.0,71.0,62.0,5.0,2.0
1718,26531,5,1,230.0,1,81.16666666666667,75.5,11496.666666666666,1165.1666666666667,1.0,8.333333333333334,0.0,-1.0,67.66666666666667,73.16666666666667,2.8333333333333335,2.0
552,1290,2,1,230.0,1,82.5,84.5,10753.0,1127.0,1.0,8.5,0.0,-1.0,68.5,191.5,1.5,2.0
490,1490,2,3,157.0,1,84.9,85.1,9699.1,945.0,1.0,9.0,0.0,-1.0,67.0,295.7,3.8,2.0
579,2092,2,1,166.6,1,71.4,70.8,11194.8,1154.2,1.0,5.4,0.0,-1.0,71.2,17.2,4.6,2.0
2011,22701,5,1,218.66666666666666,1,74.0,74.33333333333333,8515.333333333334,1010.0,1.0,6.0,0.0,-1.0,79.0,360.0,7.0,2.0
830,1660,4,3,541.5,1,82.5,76.0,2195.5,545.0,1.0,5.5,1.0,-1.0,80.0,200.0,4.0,2.0
557,2289,2,3,682.0,1,82.2,80.2,1763.2,520.4,1.0,8.2,0.0,-1.0,73.6,64.4,7.6,2.0
707,3493,2,2,430.0,1,75.66666666666667,80.33333333333333,2008.0,552.3333333333334,1.0,9.0,0.0,-1.0,72.66666666666667,20.666666666666668,6.666666666666667,2.0
642,3259,2,3,235.1,1,83.2,83.8,2259.4,582.5,1.0,1.0,0.0,-1.0,71.0,11.0,1.0,2.0
779,4042,2,1,368.3333333333333,1,96.66666666666667,90.0,10145.333333333334,941.0,1.0,3.3333333333333335,0.0,-1.0,68.66666666666667,24.666666666666668,5.666666666666667,2.0
561,1903,2,1,512.5,1,97.0,94.5,10048.0,1234.0,1.0,2.0,0.0,-1.0,67.5,177.5,3.0,2.0
680,2904,2,1,333.6666666666667,1,92.83333333333333,89.0,2474.8333333333335,686.1666666666666,1.0,2.0,0.0,-1.0,68.33333333333333,30.0,4.0,2.0
613,1343,2,3,479.0,1,86.5,84.0,1720.75,576.25,1.0,3.0,0.0,-1.0,66.0,23.0,7.0,2.0
590,2552,2,1,142.55555555555554,1,83.22222222222223,84.77777777777777,2006.7777777777778,556.3333333333334,1.0,3.2222222222222223,0.0,-1.0,68.22222222222223,10.88888888888889,2.5555555555555554,2.0
601,2304,2,3,158.625,1,85.125,83.375,3675.5,656.125,1.0,2.125,0.0,-1.0,70.0,18.375,7.375,2.0
976,2136,4,3,309.3333333333333,2,84.66666666666667,91.33333333333333,2029.0,543.6666666666666,1.0,4.0,0.0,-1.0,70.0,62.0,7.0,2.0
825,3128,3,2,100.85714285714286,1,79.57142857142857,82.71428571428571,2257.1428571428573,632.4285714285714,1.0,4.714285714285714,0.0,-1.0,68.28571428571429,258.85714285714283,1.5714285714285714,1.0
1224,8433,2,2,116.5,1,79.83333333333333,78.58333333333333,5663.916666666667,899.75,1.0,4.0,0.0,-1.0,69.33333333333333,41.333333333333336,6.0,1.0
546,2770,2,3,106.25,1,82.5,83.33333333333333,1889.6666666666667,565.75,1.0,5.0,0.0,-1.0,68.0,40.0,3.0,1.0
670,2173,2,1,169.0,1,83.25,83.875,3654.875,715.25,1.0,8.625,0.0,-1.0,65.375,48.25,6.875,0.0
553,2120,2,1,157.54545454545453,1,87.0,86.81818181818181,1867.5454545454545,521.5454545454545,1.0,1.0,0.0,-1.0,60.0,48.90909090909091,2.1818181818181817,0.0
649,2276,2,2,94.84615384615384,1,87.61538461538461,86.6923076923077,5556.0,838.6153846153846,1.0,3.8461538461538463,0.0,-1.0,60.07692307692308,340.46153846153845,5.153846153846154,0.0
521,2478,2,2,102.41666666666667,1,80.75,81.0,3161.8333333333335,608.3333333333334,1.0,5.583333333333333,0.0,-1.0,68.41666666666667,351.9166666666667,4.583333333333333,0.0
582,1839,2,2,83.3157894736842,1,83.15789473684211,83.3157894736842,5597.526315789473,831.5263157894736,1.0,5.0,0.0,-1.0,71.0,338.0,3.0,0.0
568,1796,2,2,60.69565217391305,1,82.17391304347827,81.0,3090.9565217391305,596.8260869565217,1.0,8.043478260869565,0.0,-1.0,72.04347826086956,302.5217391304348,7.0,0.0
930,2747,3,2,73.77777777777777,1,82.61111111111111,81.55555555555556,3522.0555555555557,772.9444444444445,1.0,5.0,0.0,-1.0,74.0,343.0,6.0,0.0
543,2404,2,2,121.63636363636364,1,81.18181818181819,81.18181818181819,2030.909090909091,514.0,1.0,2.909090909090909,0.0,-1.0,71.0909090909091,296.45454545454544,6.545454545454546,0.0
536,2014,2,1,60.0,1,82.5909090909091,82.0,2972.1363636363635,625.5,0.0,2.0,0.0,-1.0,70.0,332.0,8.0,0.0
569,2047,2,2,91.92307692307692,1,79.84615384615384,81.23076923076923,1952.5384615384614,570.6153846153846,0.0,4.0,0.0,-1.0,71.0,13.846153846153847,5.769230769230769,0.0
613,1887,2,2,65.66666666666667,1,86.44444444444444,86.88888888888889,2868.777777777778,658.8333333333334,0.0,2.6666666666666665,0.0,-1.0,79.61111111111111,334.6666666666667,6.0,0.0
574,1557,2,2,110.36363636363636,1,82.45454545454545,83.0,2860.3636363636365,637.3636363636364,0.0,6.0,0.0,-1.0,73.0,315.0,8.0,0.0
802,2700,3,2,110.16666666666667,1,80.5,81.0,5154.916666666667,811.1666666666666,0.0,3.0,0.0,-1.0,74.33333333333333,332.0,7.666666666666667,1.0
540,1781,2,2,56.233333333333334,1,82.33333333333333,82.73333333333333,2687.0,586.4666666666667,0.0,8.0,0.0,-1.0,74.0,343.0,7.0,1.0
803,2538,2,3,106.61538461538461,1,84.76923076923077,85.15384615384616,3998.3846153846152,720.6153846153846,0.0,5.461538461538462,0.0,-1.0,73.3076923076923,320.0,5.923076923076923,1.0
534,1270,2,2,87.0,1,82.5,83.28571428571429,2285.8571428571427,689.2142857142857,0.0,4.0,0.0,-1.0,78.5,20.0,3.0,1.0
570,2504,2,2,78.28571428571429,1,79.5,80.14285714285714,3319.6428571428573,689.6428571428571,0.0,9.0,0.0,-1.0,80.0,23.0,8.0,2.0
552,1786,2,2,63.705882352941174,1,80.6470588235294,80.29411764705883,1860.3529411764705,575.7647058823529,1.0,8.823529411764707,0.0,-1.0,79.94117647058823,35.0,2.235294117647059,2.0
521,1145,2,3,69.1875,1,85.625,87.5,1746.1875,528.0625,1.0,4.125,0.0,-1.0,77.25,227.125,6.125,2.0
611,2287,2,1,138.88888888888889,1,86.55555555555556,87.88888888888889,2161.3333333333335,570.8888888888889,1.0,2.3333333333333335,0.0,-1.0,73.33333333333333,225.0,4.0,2.0
797,3324,2,2,115.2,1,79.7,80.5,3776.1,713.5,1.0,5.7,0.0,-1.0,73.4,242.9,7.7,2.0
555,1338,2,2,135.44444444444446,1,77.88888888888889,79.44444444444444,2451.0,579.5555555555555,1.0,5.888888888888889,0.0,-1.0,71.11111111111111,14.333333333333334,6.444444444444445,2.0
547,1554,2,3,79.6470588235294,1,85.0,84.6470588235294,2032.5294117647059,583.9411764705883,1.0,2.0,0.0,-1.0,68.0,56.0,2.0,2.0
597,1883,2,3,103.5,1,84.0,84.5,1856.4,545.9,1.0,2.4,0.0,-1.0,54.2,27.0,8.0,2.0
527,1327,2,3,59.54545454545455,1,89.86363636363636,91.0909090909091,3245.318181818182,641.3181818181819,1.0,5.0,0.0,-1.0,47.0,40.0,5.0,2.0
573,2288,2,2,81.95,1,78.9,79.45,5028.15,761.2,0.0,3.7,0.0,-1.0,57.9,46.1,2.45,2.0
578,1913,2,3,88.05882352941177,1,86.6470588235294,84.76470588235294,1978.8235294117646,577.2941176470588,0.0,5.0,0.0,-1.0,60.0,23.0,8.0,2.0
609,1998,2,3,71.82352941176471,1,81.94117647058823,81.52941176470588,4910.705882352941,710.5882352941177,0.0,6.9411764705882355,0.0,-1.0,58.23529411764706,157.23529411764707,1.0,2.0
617,1711,2,3,85.6,1,84.25,84.0,4205.95,722.8,0.0,7.3,0.0,-1.0,59.55,295.0,6.1,2.0
568,1981,2,2,81.57142857142857,1,83.78571428571429,81.78571428571429,2794.214285714286,654.1428571428571,0.0,7.0,0.0,-1.0,61.0,320.7142857142857,3.857142857142857,2.0
618,2427,2,2,92.16666666666667,1,78.08333333333333,76.75,4836.833333333333,765.8333333333334,0.0,5.166666666666667,0.0,-1.0,61.916666666666664,324.1666666666667,3.9166666666666665,2.0
522,2429,2,3,96.0,1,83.85714285714286,86.0,4030.4285714285716,729.7142857142857,0.0,6.0,0.0,-1.0,62.0,193.71428571428572,7.357142857142857,2.0
605,2180,2,3,196.85714285714286,1,84.57142857142857,81.28571428571429,2045.2857142857142,576.2857142857143,0.0,4.571428571428571,0.0,-1.0,63.42857142857143,246.71428571428572,5.857142857142857,2.0
636,2355,2,2,73.875,1,84.5,85.125,2454.375,657.3333333333334,0.0,5.0,0.0,-1.0,62.416666666666664,188.33333333333334,1.6666666666666667,2.0
522,1337,2,3,202.4,1,92.0,92.8,1548.2,480.6,0.0,4.0,0.0,-1.0,63.0,28.0,9.0,2.0
571,1864,2,3,66.3125,1,88.0625,88.9375,4115.9375,713.875,0.0,3.9375,0.0,-1.0,65.625,292.0625,4.8125,2.0
561,2459,2,1,165.11111111111111,1,79.88888888888889,84.44444444444444,2586.222222222222,569.1111111111111,0.0,7.222222222222222,0.0,-1.0,72.11111111111111,138.77777777777777,0.0,2.0
529,1521,2,2,90.0,1,78.78571428571429,78.28571428571429,1985.7857142857142,545.2142857142857,0.0,5.0,0.0,-1.0,76.0,169.0,0.0,2.0
578,2341,2,2,117.6,1,79.46666666666667,78.33333333333333,2784.733333333333,624.6666666666666,0.0,6.0,0.0,-1.0,75.06666666666666,147.13333333333333,0.0,2.0
904,2174,3,3,162.16666666666666,1,81.33333333333333,78.0,6514.5,735.3333333333334,0.0,5.333333333333333,0.0,-1.0,76.0,127.33333333333333,0.0,2.0
642,1991,2,2,261.8333333333333,1,84.16666666666667,79.16666666666667,1954.8333333333333,547.6666666666666,0.0,2.6666666666666665,0.0,-1.0,79.0,77.0,0.0,2.0
599,2063,2,3,334.2857142857143,1,91.14285714285714,87.28571428571429,5348.428571428572,745.4285714285714,0.0,3.5714285714285716,0.0,-1.0,79.14285714285714,152.42857142857142,0.8571428571428571,2.0
557,1720,2,2,215.14285714285714,1,94.0,97.0,1999.857142857143,536.5714285714286,0.0,6.857142857142857,0.0,-1.0,76.57142857142857,174.42857142857142,0.8571428571428571,2.0
557,1825,2,2,132.5,1,94.0,86.5,10020.0,1190.5,0.0,1.0,0.0,-1.0,74.0,6.0,0.0,2.0
607,2172,2,2,141.0,1,80.0,77.0,1511.6,531.8,0.0,5.6,0.0,-1.0,71.6,220.2,3.6,2.0
589,1370,2,2,145.75,1,86.125,85.125,4403.25,735.25,0.0,4.0,0.0,-1.0,70.0,124.0,0.0,2.0
628,2768,2,2,861.5,1,75.0,98.0,1131.0,534.0,0.0,3.5,0.0,-1.0,76.5,287.0,0.0,2.0
567,2132,2,3,235.75,1,81.5,78.0,1918.25,560.5,0.0,8.0,0.0,-1.0,68.0,219.0,0.5,2.0
607,2201,2,3,888.5,1,92.5,78.5,1266.0,515.5,0.0,6.0,0.0,-1.0,65.5,275.5,3.5,2.0
626,2712,2,2,722.0,1,77.5,97.0,1917.5,560.0,0.0,2.0,0.0,-1.0,69.0,6.0,5.0,2.0
753,3904,2,2,136.0,1,73.5,85.0,1836.5,608.0,0.0,4.0,0.0,-1.0,67.0,225.0,0.0,2.0
922,3419,3,2,978.0,1,65.5,63.0,3059.0,635.0,0.0,1.0,0.0,-1.0,70.0,28.0,0.0,2.0
547,2211,2,3,348.5,2,91.5,94.0,2235.5,699.5,0.0,1.5,0.0,-1.0,69.5,17.0,1.0,2.0
563,1981,2,2,862.5,1,69.0,68.0,1963.0,545.0,0.0,2.0,0.0,-1.0,69.0,34.0,2.0,2.0
598,2313,2,3,648.0,1,84.0,69.0,2492.5,554.5,0.0,1.5,0.0,-1.0,65.0,124.0,4.5,2.0
909,3184,4,3,830.0,1,93.0,88.0,2553.3333333333335,619.3333333333334,0.0,3.6666666666666665,0.0,-1.0,49.0,176.33333333333334,6.666666666666667,2.0
1081,1841,3,3,357.0,1,83.0,76.5,7489.5,1175.0,0.0,1.0,0.0,-1.0,46.0,84.0,7.0,2.0
530,1491,2,3,436.0,1,86.5,91.5,2222.0,565.5,0.0,4.0,0.0,-1.0,47.0,78.5,7.0,2.0
988,2906,4,2,454.6666666666667,2,81.0,79.66666666666667,2172.0,553.6666666666666,0.0,9.0,0.0,-1.0,46.333333333333336,101.0,3.0,2.0
753,4474,2,2,1035.5,1,77.0,81.0,2198.5,759.0,0.0,7.0,0.0,-1.0,48.0,158.0,2.0,2.0
567,2190,2,2,66.33333333333333,2,94.33333333333333,91.66666666666667,6230.333333333333,968.6666666666666,0.0,4.0,0.0,-1.0,44.0,208.0,4.0,1.0
601,2323,2,3,291.7142857142857,1,89.14285714285714,87.0,4284.285714285715,580.1428571428571,0.0,8.285714285714286,0.0,-1.0,43.857142857142854,98.0,3.0,1.0
2010,24711,6,2,360.6666666666667,1,80.33333333333333,98.66666666666667,14310.0,900.3333333333334,0.0,4.0,0.0,-1.0,38.0,28.0,7.0,1.0
841,4536,2,1,275.25,1,92.0,88.75,2227.25,691.25,0.0,1.5,0.0,-1.0,39.0,172.0,4.0,0.0
2025,20253,5,2,239.85714285714286,1,84.57142857142857,87.85714285714286,5056.714285714285,759.2857142857143,0.0,8.571428571428571,0.0,-1.0,42.42857142857143,183.71428571428572,4.142857142857143,0.0
956,2235,4,2,185.42857142857142,1,80.57142857142857,84.42857142857143,4488.142857142857,904.1428571428571,0.0,9.0,0.0,-1.0,39.0,203.0,9.0,0.0
590,2116,2,1,73.53846153846153,1,83.61538461538461,85.46153846153847,1914.3846153846155,586.3076923076923,0.0,9.0,0.0,-1.0,39.61538461538461,197.53846153846155,4.6923076923076925,0.0
535,1346,2,2,42.0,1,83.05714285714286,83.94285714285714,2268.2,576.4285714285714,0.0,4.0,0.0,-1.0,39.0,174.0,7.0,0.0
562,1825,2,2,67.95238095238095,1,85.0,84.76190476190476,1560.952380952381,547.4285714285714,0.0,7.285714285714286,0.0,-1.0,39.57142857142857,184.85714285714286,2.2857142857142856,0.0
544,1534,2,2,55.5,1,88.31818181818181,89.27272727272727,1634.8636363636363,533.0454545454545,0.0,3.0,0.0,-1.0,36.0,141.0,7.0,0.0
568,484,2,2,45.225806451612904,1,82.09677419354838,81.80645161290323,2902.8387096774195,620.5806451612904,0.0,5.096774193548387,0.0,-1.0,37.0,157.58064516129033,7.548387096774194,0.0
565,1639,2,2,42.064516129032256,1,84.93548387096774,84.87096774193549,2662.3225806451615,629.0967741935484,0.0,8.0,0.0,-1.0,34.0,163.0,9.0,0.0
537,2546,2,2,46.166666666666664,1,83.76666666666667,83.66666666666667,1933.7333333333333,556.6333333333333,0.0,3.3333333333333335,0.0,-1.0,33.0,185.66666666666666,2.6666666666666665,0.0
581,1233,2,2,40.0,1,84.79310344827586,84.55172413793103,2396.6206896551726,648.5172413793103,0.0,1.8275862068965518,0.0,-1.0,35.3448275862069,64.48275862068965,6.896551724137931,0.0
550,1310,2,3,54.375,1,84.16666666666667,85.83333333333333,3119.625,731.0833333333334,0.0,6.5,0.0,-1.0,34.541666666666664,175.125,8.083333333333334,1.0
560,1946,2,2,48.90909090909091,1,84.63636363636364,84.27272727272727,1687.6363636363637,578.4545454545455,0.0,4.636363636363637,0.0,-1.0,32.63636363636363,260.40909090909093,3.272727272727273,1.0
578,2263,2,2,33.02564102564103,1,84.12820512820512,85.0,2015.4358974358975,614.2820512820513,0.0,5.897435897435898,0.0,-1.0,31.128205128205128,77.07692307692308,1.2307692307692308,1.0
568,1504,2,3,37.205882352941174,1,84.23529411764706,84.58823529411765,3779.0,726.6470588235294,0.0,5.0,0.0,-1.0,33.0,117.52941176470588,4.588235294117647,1.0
555,1515,2,2,39.891891891891895,1,83.54054054054055,82.43243243243244,4015.162162162162,720.7297297297297,0.0,2.0,0.0,-1.0,33.0,186.0,3.0,2.0
560,1428,2,3,45.15151515151515,1,85.0909090909091,84.9090909090909,2932.6666666666665,728.6363636363636,0.0,4.212121212121212,0.0,-1.0,33.0,142.54545454545453,6.424242424242424,2.0
548,2168,2,2,39.088235294117645,1,87.05882352941177,86.91176470588235,2349.5588235294117,639.2941176470588,0.0,2.4411764705882355,0.0,-1.0,33.85294117647059,172.05882352941177,2.176470588235294,2.0
590,1090,2,2,30.818181818181817,1,83.29545454545455,83.47727272727273,2618.4772727272725,674.5681818181819,0.0,2.590909090909091,0.0,-1.0,34.59090909090909,152.95454545454547,4.818181818181818,2.0
551,1499,2,2,52.6,1,85.32,85.04,4337.8,781.64,0.0,3.0,0.0,-1.0,35.96,129.68,3.04,2.0
530,731,2,2,34.91891891891892,1,82.91891891891892,83.48648648648648,1992.837837837838,595.3783783783783,0.0,1.0,0.0,-1.0,34.0,155.86486486486487,7.648648648648648,2.0
538,2137,2,2,38.89473684210526,1,83.23684210526316,83.23684210526316,1870.6315789473683,562.6315789473684,0.0,2.4210526315789473,0.0,-1.0,34.1578947368421,176.57894736842104,2.8157894736842106,2.0
576,2853,2,2,7.0,1,83.0,85.0,2839.0,580.0,0.0,8.0,0.0,-1.0,36.0,214.0,9.0,2.0
572,2035,2,3,29.813953488372093,1,82.67441860465117,83.04651162790698,3200.813953488372,706.8604651162791,0.0,2.9767441860465116,0.0,-1.0,37.02325581395349,172.3953488372093,5.093023255813954,2.0
895,1757,3,2,35.42857142857143,1,84.92857142857143,84.53571428571429,5425.107142857143,880.8571428571429,0.0,3.6785714285714284,0.0,-1.0,36.642857142857146,219.53571428571428,1.9642857142857142,2.0
550,1132,2,3,37.21052631578947,1,81.73684210526316,81.26315789473684,4353.763157894737,787.8421052631579,0.0,5.157894736842105,0.0,-1.0,37.63157894736842,188.57894736842104,6.105263157894737,2.0
533,1068,2,3,44.06060606060606,1,85.27272727272727,85.0,3262.3939393939395,742.3636363636364,0.0,1.0,0.0,-1.0,37.0,262.93939393939394,6.090909090909091,2.0
576,1470,2,3,67.0,1,87.0,86.44444444444444,3602.8888888888887,805.4444444444445,0.0,1.0,0.0,-1.0,37.0,180.0,8.0,2.0
538,1572,2,3,61.76190476190476,1,83.42857142857143,84.04761904761905,1700.1904761904761,604.5238095238095,0.0,2.0,0.0,-1.0,36.0,191.0,8.0,2.0
584,1922,2,2,59.1,1,84.7,84.75,4622.25,777.85,0.0,5.4,0.0,-1.0,37.1,196.5,7.9,2.0
530,2091,2,3,49.19230769230769,1,86.26923076923077,85.57692307692308,5327.615384615385,764.9230769230769,0.0,9.0,0.0,-1.0,37.07692307692308,213.73076923076923,6.1923076923076925,2.0
1705,21739,6,1,99.0,1,83.81818181818181,84.63636363636364,6756.454545454545,931.0,0.0,1.0,0.0,-1.0,36.0,231.0,9.0,2.0
542,1883,2,2,70.7,1,86.5,86.2,5566.9,895.05,0.0,7.4,0.0,-1.0,37.5,208.0,2.7,2.0
584,1902,2,3,124.91666666666667,1,85.58333333333333,85.66666666666667,3826.6666666666665,758.25,0.0,8.5,0.0,-1.0,37.166666666666664,212.58333333333334,7.833333333333333,2.0
588,2021,2,3,124.11111111111111,1,89.55555555555556,87.77777777777777,1655.888888888889,541.8888888888889,0.0,4.0,0.0,-1.0,39.0,236.0,6.0,2.0
645,2451,2,3,183.83333333333334,1,87.0,89.5,1581.6666666666667,483.3333333333333,0.0,6.0,0.0,-1.0,38.0,202.5,5.0,2.0
521,1044,2,3,77.29411764705883,1,83.29411764705883,82.3529411764706,4867.117647058823,778.2941176470588,0.0,7.823529411764706,0.0,-1.0,37.05882352941177,186.0,6.882352941176471,2.0
1695,28708,6,2,76.46666666666667,1,80.33333333333333,79.2,8230.533333333333,938.2666666666667,0.0,5.0,0.0,-1.0,38.0,197.33333333333334,7.666666666666667,2.0
611,2633,2,3,138.57142857142858,1,94.14285714285714,92.57142857142857,1674.857142857143,516.0,0.0,6.714285714285714,0.0,-1.0,38.0,203.0,9.0,2.0
539,2223,2,3,397.4,1,84.0,90.4,1758.6,566.4,0.0,6.2,0.0,-1.0,37.8,174.0,3.4,2.0
699,3650,2,2,98.27272727272727,1,79.36363636363636,84.0,6053.0,802.7272727272727,0.0,5.909090909090909,0.0,-1.0,38.09090909090909,155.54545454545453,5.545454545454546,2.0
562,2017,2,3,271.0,1,101.0,94.5,10935.0,1110.0,0.0,5.0,0.0,-1.0,38.0,197.0,3.0,2.0
1144,3088,4,2,404.2,1,79.8,83.6,7841.4,817.2,0.0,7.0,0.0,-1.0,37.0,197.0,5.0,2.0
687,3210,2,3,310.25,1,86.5,80.25,11909.25,1245.25,0.0,2.75,0.0,-1.0,38.0,97.5,7.0,2.0
559,909,2,2,121.0,1,101.0,76.5,1231.5,504.0,0.0,4.5,0.0,-1.0,37.0,121.0,3.5,2.0
1708,15808,6,1,155.75,1,93.0,90.5,5123.0,850.5,0.0,5.5,0.0,-1.0,36.25,66.5,3.25,2.0
556,1582,2,2,119.5,1,74.5,82.5,5089.5,803.5,0.0,8.0,0.0,-1.0,36.0,163.0,2.0,2.0
595,1757,2,2,55.0,1,87.0,80.33333333333333,1394.0,501.6666666666667,0.0,7.0,0.0,-1.0,35.0,68.0,8.0,2.0
1744,27511,6,1,131.0,1,88.0,80.5,22735.5,1703.0,0.0,6.0,0.0,-1.0,36.0,180.0,3.0,2.0
461,937,2,2,965.0,1,90.0,88.0,1379.0,513.5,0.0,7.0,0.0,-1.0,34.5,169.0,8.5,2.0
604,1939,2,2,155.75,1,70.75,73.25,1446.5,536.0,0.0,3.5,0.0,-1.0,36.5,185.5,8.0,2.0
901,3590,3,3,422.0,1,99.66666666666667,82.33333333333333,1892.6666666666667,531.3333333333334,0.0,3.0,0.0,-1.0,37.0,186.0,7.0,2.0
571,1853,2,3,669.0,1,85.0,95.66666666666667,2301.0,614.6666666666666,0.0,2.3333333333333335,0.0,-1.0,39.0,159.66666666666666,6.666666666666667,2.0
576,1899,2,2,530.0,1,78.0,83.0,1742.5,533.0,0.0,8.0,0.0,-1.0,41.0,208.0,6.0,2.0
1701,14285,5,2,137.5,1,83.0,88.5,2488.5,635.0,0.0,10.0,0.0,-1.0,49.0,191.0,7.0,2.0
612,1732,2,1,257.7142857142857,1,87.28571428571429,87.42857142857143,2613.5714285714284,718.2857142857143,1.0,3.7142857142857144,1.0,0.0,61.42857142857143,346.2857142857143,6.285714285714286,2.0
562,1566,2,3,474.25,1,86.5,90.0,1706.75,482.5,1.0,5.5,1.0,-1.0,59.0,241.5,1.5,2.0
1913,14687,5,1,179.0,1,81.0,82.0,2054.0,557.5,1.0,6.0,0.0,-1.0,77.0,73.5,0.0,2.0
1728,31982,6,1,582.5,1,86.0,86.0,8447.5,1243.5,1.0,9.0,0.0,-1.0,72.0,51.0,2.0,2.0
782,2353,3,2,293.1666666666667,1,77.33333333333333,75.16666666666667,2712.0,576.1666666666666,1.0,3.5,0.0,-1.0,43.5,292.5,3.0,2.0
925,15133,3,1,130.22222222222223,1,83.77777777777777,82.88888888888889,3835.5555555555557,641.7777777777778,0.6666666666666666,3.4444444444444446,0.0,-1.0,29.0,145.22222222222223,5.777777777777778,1.0
534,3004,2,2,157.6,1,86.8,87.8,3756.8,630.9,0.0,3.5,0.0,-1.0,30.5,186.0,5.0,0.0
1050,3434,4,2,98.85714285714286,1,76.0,77.14285714285714,5902.928571428572,875.6428571428571,0.0,3.4285714285714284,0.0,-1.0,30.857142857142858,213.28571428571428,3.0,0.0
535,1719,2,2,101.35714285714286,1,83.14285714285714,83.21428571428571,3041.5714285714284,606.0714285714286,0.0,5.0,0.0,-1.0,34.0,174.0,4.0,0.0
976,2443,4,2,160.0,1,87.25,86.0,8689.25,1107.25,0.0,3.0,0.0,-1.0,36.0,129.0,4.0,0.0
549,1711,2,2,117.0,1,81.61538461538461,82.07692307692308,3194.769230769231,653.5384615384615,0.0,1.6153846153846154,0.0,-1.0,38.30769230769231,166.46153846153845,6.6923076923076925,0.0
1028,3685,4,2,73.70588235294117,1,82.47058823529412,82.47058823529412,7092.0,807.8235294117648,0.0,3.0,0.0,-1.0,41.0,253.0,6.0,0.0
526,882,2,2,71.52631578947368,1,82.6842105263158,82.21052631578948,3281.2105263157896,658.6315789473684,0.0,7.0,0.0,-1.0,38.31578947368421,145.31578947368422,7.368421052631579,0.0
582,1791,2,2,69.4,1,85.2,85.95,3330.05,804.7,0.0,7.6,0.0,-1.0,40.0,37.2,3.4,0.0
919,8336,3,2,108.0,1,89.16666666666667,86.0,6519.833333333333,920.9166666666666,0.0,2.0,0.0,-1.0,38.0,51.0,7.0,0.0
612,1821,2,2,92.85714285714286,1,89.28571428571429,88.5,3176.5,755.0,0.0,2.142857142857143,0.0,-1.0,36.857142857142854,81.14285714285714,5.571428571428571,0.0
584,1735,2,2,60.48148148148148,1,85.18518518518519,84.77777777777777,3463.296296296296,692.074074074074,0.0,2.4074074074074074,0.0,-1.0,38.370370370370374,112.5925925925926,5.962962962962963,0.0
